total_earnings,pct_earnings_africa,pct_earnings_Asia,pct_earnings_North_America,pct_earnings_Europe,pct_earnings_South_America,pct_earnings_Australia_and_Oceania
19710156064,0.09,43.17,35.77,11.01,9.52,0
